video_id,video_name,url
24,"Big questions about the Covid booster shot, answered",https://www.youtube.com/watch?v=qXdjt8ZBQbE
25,CIA Spent $20 Million Training Cats To Be Spies - Unbelievable But True Cat Facts,https://www.youtube.com/watch?v=zbTdT6wkY8k
26,Can We Still Trust Polls?,https://www.youtube.com/watch?v=jHgZzIRhezo
27,Can we get rid of Covid-19 forever?,https://www.youtube.com/watch?v=34oI0yd5YUc
28,Charting culture,https://www.youtube.com/watch?v=4gIhRkCcD4U
29,China vs Japan - Who Would Win - Army / Military Comparison,https://www.youtube.com/watch?v=eBV4GmK4kO4
30,China: The Largest Migration in History,https://www.youtube.com/watch?v=KNXg-kYk-LU
31,Corruption is Legal in America,https://www.youtube.com/watch?v=5tu32CCA_Ig
32,Costs of War: the Human Toll of the Post-9/11 Wars,https://www.youtube.com/watch?v=aVr0MSEW2SU
33,Data Story - Sargent Mountain,https://vimeo.com/61927108
34,Data Story - Sea Spray,https://vimeo.com/61927581
35,Data Story - Zero Flow,https://vimeo.com/61953301
36,Data Visualisation Story for DECO3100,https://vimeo.com/325369472
37,Data on hate crimes is terrible. Here's why.,https://www.youtube.com/watch?v=u8JNikQLGB4
38,Data visualization - Obesity,https://vimeo.com/184929552
39,Dewi and Putri: How Inequality Separates Two Girls from Indonesia,https://www.youtube.com/watch?v=a0wHffQi4xo
40,Did the US reopen faster than other countries? - BBC News,https://www.youtube.com/watch?v=RbtdGupA5OM
41,Do Americans trust the police?,https://www.youtube.com/watch?v=Jj9vD7cKUhE
42,Do Americans trust their elections?,https://www.youtube.com/watch?v=n58iQN3MbSU
43,"Do cyclists think they're above the law, and does it even matter?",https://www.youtube.com/watch?v=DBP2LTQxqZ8
44,Does the American Economy Do Better Under the Democrats or Republicans?,https://www.youtube.com/watch?v=CtKC2_xiAps
45,Does this line predict America??s next recession? | The Economist,https://www.youtube.com/watch?v=oW4hfaiXKG8
46,Donald Trump's $20 Trillion Problem,https://www.youtube.com/watch?v=tgpfswDHA_Y
47,Drug Use: 20 Things You Might Not Know,https://www.youtube.com/watch?v=dHyDviIkHB4
48,Dubai's Plan to Outlive Oil,https://www.youtube.com/watch?v=-dsM8zPGqa0
49,Dynamic graph of China's GDP growth in 42 years,https://www.youtube.com/watch?v=fOFXyRC-ixc
50,Earthquake Magnitude Power Comparison,https://www.youtube.com/watch?v=DWFxIgv3Jc0
51,Eisenhower's Warning: Military Industrial Complex's Growing Budget | Think Back | The New York Times,https://www.youtube.com/watch?v=9QXjBVC233s
52,Electric Cars Could Wreak Havoc on Oil Markets Within a Decade,https://www.youtube.com/watch?v=jwHN6QQWv2g
53,Estimating Deaths in a Nuclear War,https://www.youtube.com/watch?v=bIAF7kBbGKk
54,Estimating Europe's unauthorized immigrant population,https://www.youtube.com/watch?v=BW6q4XUn9VI
55,Everything You Need to Know About Planet Earth,https://www.youtube.com/watch?v=JGXi_9A__Vc
56,FILM DIALOGUE BY GENDER // A DATA STORY,https://vimeo.com/314135426
57,Fracking explained: opportunity or danger,https://www.youtube.com/watch?v=Uti2niW2BRA
58,GE Capital Mid-Market,https://www.youtube.com/watch?v=GJuK26FG4E4
59,Galaxy Size Comparison,https://www.youtube.com/watch?v=BirzFtJ0MjM
60,Giving Birth In Your 20s VS Your 30s,https://www.youtube.com/watch?v=gY5CLjmfhvo
61,Glass Ceiling Infographic,https://vimeo.com/116605712
62,Global Air Traffic-Animated Infographic,https://www.youtube.com/watch?v=OsPlhwA-ick
63,Global Wealth Inequality - What you never knew you never knew,https://www.youtube.com/watch?v=uWSxzjyMNpU
64,Global Wealth Report 2012 - What Will The Future Bring,https://www.youtube.com/watch?v=WX-tEWNL_e0
65,Hans Rosling: The River of Myths,https://www.youtube.com/watch?v=lYpX4l2UeZg
66,Has migration gone too far? | The Economist,https://www.youtube.com/watch?v=xt-e8JQZmqw
67,Heart Disease Facts PSA,http://digitalsplashmedia.com/2014/04/heart-disease-facts-psa-video
68,Heart Disease Facts PSA Video,https://digitalsplashmedia.com/2014/04/heart-disease-facts-psa-video/
69,History of Telangana and Andhra Pradesh,https://www.youtube.com/watch?v=TTH8FjsmraE
70,How Advertising Spending has Changed in America,https://www.youtube.com/watch?v=QQM4BfS0G_Y
71,How America Became a Superpower,https://www.youtube.com/watch?v=BShvYeyMm_Y
72,"How America can leave fossil fuels behind, in one chart | 2020 Election",https://www.youtube.com/watch?v=QfAXbGInwno
73,How America's abortion obsession was sparked on a conference call,https://www.youtube.com/watch?v=Vuw7cj2PvYQ
74,How American CEOs got so rich,https://www.youtube.com/watch?v=ylLTMYt24lA
75,How Big is the Moon? MM#1,https://www.youtube.com/watch?v=Tqt9hZcWhJM
76,How IKEA Became Sweden\u2019s National Brand,https://www.youtube.com/watch?v=AABqfDIbXSI
77,How India ran out of oxygen,https://www.youtube.com/watch?v=SZ8HlNGMolw
78,How Powerful is Your Passport?,https://www.youtube.com/watch?v=P4jibdbwKm4
79,How Republican and Democratic voters have changed since 1992,https://www.youtube.com/watch?v=9UMnQq_LRQs
80,How Somalia's Pirates Make Money,https://www.youtube.com/watch?v=dZh0B8AYxac
81,"How Taiwan held off Covid-19, until it didn't",https://www.youtube.com/watch?v=0fhaEIlGux4
82,How Tax Breaks Help the Rich,https://www.youtube.com/watch?v=k1vE_LVBx4s
83,How The Stock Exchange Works,https://www.youtube.com/watch?v=F3QpgXBtDeo
84,How Ukip normalised far-right politics,https://www.youtube.com/watch?v=DCnd8KA-iPk
85,How climate change makes hurricanes worse,https://www.youtube.com/watch?v=_0TCrGtTEQM
86,How do Americans view economic inequality?,https://www.youtube.com/watch?v=ubKBuoK30j0
87,How highways make traffic worse,https://www.youtube.com/watch?v=2z7o3sRxA5g
88,How online ratings make good schools look bad,https://www.youtube.com/watch?v=WC3ZPgg0nds
89,How polarizing is Donald Trump?,https://www.youtube.com/watch?v=UhZSTfJbZXU
90,How rich countries are making the pandemic last longer,https://www.youtube.com/watch?v=2ty2J0s2W0c
91,How the rich avoid paying taxes,https://www.youtube.com/watch?v=t6V9i8fFADI
92,How to Break the Two-Party Hold on American Politics,https://www.youtube.com/watch?v=Nd-9op64t2M
93,How to Save the Online Economy,https://www.youtube.com/watch?v=w8Il1y1hTFc
94,How to Spot a Misleading Graph,https://www.youtube.com/watch?v=E91bGT9BjYk
95,How wealth inequality is dangerous for America,https://www.youtube.com/watch?v=6Xa9T2OMzmw
96,Human History in Numbers - a 3-D Motion Graphic,https://www.youtube.com/watch?v=Non00xGvLXs
97,IRAQ WAR - HOW THE US MILITARY ADAPTED TO THREATS - BBC NEWS,https://www.youtube.com/watch?v=3WSQI7aVIgo
98,If The World Were 100 People,https://www.youtube.com/watch?v=QFrqTFRy-LU
99,"In the age of COVID-19, do Americans trust science?",https://www.youtube.com/watch?v=H9L37cPVSqo
100,India election 2019: Are women any safer? - BBC News,https://www.youtube.com/watch?v=TLEAY9ih6dM
101,Inequality in Australia: a nation divided,https://www.youtube.com/watch?v=y8FUbds7tNU
102,Inequality: how wealth is distributed in the UK - animated video,https://www.theguardian.com/commentisfree/video/2013/oct/08/inequality-how-wealth-distributed-uk-animated-video
103,International Migration,https://www.youtube.com/watch?v=lOZmqIwqur4
104,"Iraq Explained -- ISIS, Syria and War",https://www.youtube.com/watch?v=AQPlREDW-Ro
105,Ireland's Great Wealth Divide poll | RTÉ One,https://www.youtube.com/watch?v=y0GlC6f8NJ0
106,Is Amazon Too Big?,https://www.youtube.com/watch?v=EYPs-ya_GDA
107,Is America More Divided Than Ever?,https://www.youtube.com/watch?v=JRa5l_LQ32s
108,Is America Racist?,https://www.youtube.com/watch?v=ThRb9x-RieI
109,Is Solar Energy Really Better Than Nuclear Energy?,https://www.youtube.com/watch?v=Z6rilA4uTlQ
110,Is War Over? A Paradox Explained,https://www.youtube.com/watch?v=NbuUW9i-mHs
111,Is the Nasdaq in Another Bubble?,http://graphics.wsj.com/3d-nasdaq/
112,Is the number of unauthorized immigrants living in the U.S. declining?,https://www.youtube.com/watch?v=dmiqQmjgozo
113,Isis airstrikes: How oil and extortion fund the Islamic State | Guardian Explainers,https://www.youtube.com/watch?v=gIxRSz0f6_I
114,Japan's Debt Problem Visualized,https://www.youtube.com/watch?v=Njp8bKpi-vg
115,KOREAN WAR: EFFECTS OF ARMISTICE 60 YEARS ON - BBC NEWS,https://www.youtube.com/watch?v=5ecjtfYIxvE
116,Live Chart - June 5th 2013,https://www.youtube.com/watch?v=YQmOEsVvLqg
117,Live Chart: Global Smartphone Shipments,https://www.youtube.com/watch?v=ph8F320Bljc
118,Live chart: Sexual equality and income inequality,https://www.youtube.com/watch?v=-B9iV_7yG1g
119,Map Shows How Humans Migrated Across The Globe,https://www.youtube.com/watch?v=CJdT6QcSbQ0
120,Milk. White Poison or Healthy Drink?,https://www.youtube.com/watch?v=oakWgLqCwUc
121,Not Everyone Should Code,https://www.youtube.com/watch?v=EFwa5Owp0-k
122,OIL PRODUCTION by Country,https://www.youtube.com/watch?v=hOM33nAHPKI
123,Off by Trillions: The Reality of our Pension Problem (Pension Pursuit),https://www.youtube.com/watch?v=_8KlJgaS42U
124,"One Race, Every Medalist Ever",http://archive.nytimes.com/www.nytimes.com/interactive/2012/08/05/sports/olympics/the-100-meter-dash-one-race-every-medalist-ever.html
125,Overpopulation & Africa,https://www.youtube.com/watch?v=NMo3nZHVrZ4
126,Overpopulation - The Human Explosion Explained,https://www.youtube.com/watch?v=QsBT5EQt348
127,Overweight World - Obesity Facts and Statistics,https://www.youtube.com/watch?v=IkoC3HZwe7Q
128,People and Their Cars,https://visual.ly/community/videographic/transportation/people-and-their-cars-americas-love-affair-automobile
129,Perceptions of Indonesia's Inequality,https://www.youtube.com/watch?v=WIDbt4ndhaM
130,Planet Size Comparison,https://www.youtube.com/watch?v=dlodOQJpe4M
131,Political Polarization,https://www.youtube.com/watch?v=9k0WsU7cmtQ
132,RICHEST Fictional CHARACTERS | 3D Comparison,https://www.youtube.com/watch?v=0eU2IvY9ybk
133,Road to Recovery,https://www.youtube.com/watch?v=jWmUnU7HS-I
134,Rocket Size Comparison,https://www.youtube.com/watch?v=HHnor0pns2o
135,Scottish independence referendum 2014 explained | Guardian Animations,https://www.youtube.com/watch?v=zIeVmqVB9pQ
136,Senate and governor races are diverging sharply in some states,https://www.youtube.com/watch?v=6UVoVLCOwPE
137,Shocking Amounts of Sugar People Eat Around the World,https://www.buzzfeed.com/brandensueper/shocking-amounts-of-sugar-people-eat-around-the-world#3h2hzr6
138,Should we abolish private schools?,https://www.youtube.com/watch?v=pN36jVSp1x0
139,Should you eat chlorinated chicken after Brexit?,https://www.youtube.com/watch?v=HLIwTF_p71g
140,Should you wear a bike helmet?,https://www.youtube.com/watch?v=RWhMEkMtLy0
141,Sidestepping Russia's Gas Monopoly,https://www.youtube.com/watch?v=qaEQQyYkYY8
142,Simulation of a Nuclear Blast in a Major City,https://www.youtube.com/watch?v=Z3RzNEzJyzo
143,Skivers V Strivers: The Benefits Debate Explained,https://www.youtube.com/watch?v=ZoEhd-QnhtU
144,Subscription Affliction - Everything is $10/month,https://www.youtube.com/watch?v=lTKuQQegNTs
145,Taylor Swift vs Regular Girl - How Do They Compare?,https://www.youtube.com/watch?v=0MuXnH-rAEE
146,Teaching in the US vs. the rest of the world,https://www.youtube.com/watch?v=wFqQm1541aA
147,The 'duck curve' is solar energy's greatest challenge,https://www.youtube.com/watch?v=YYLzss58CLs
148,The Bad Map We See Every Presidential Election,https://www.youtube.com/watch?v=hlQE4IGFc5A
149,The Benefits of International Trade,https://www.youtube.com/watch?v=lFUG307RI4I
150,The Biology of Business,https://www.youtube.com/watch?v=4A89J4zrBw8
151,The Coronavirus Explained & What You Should Do,https://www.youtube.com/watch?v=BtN-goy9VOY
152,The Economics of K-Pop,https://www.youtube.com/watch?v=-bbfFf07WNw
153,The Economics of Uber,https://www.youtube.com/watch?v=jzFTwBkIC5o
154,"The Electoral College, explained",https://www.youtube.com/watch?v=ajavsMbCapY
155,The End of the SAT?,https://www.youtube.com/watch?v=cKQLKf3dS1Y
156,The Fallen of World War II,https://www.youtube.com/watch?v=DwKPFT-RioU
157,The Forest of Advocacy,https://www.youtube.com/watch?v=xC1VFcKaFfE
158,The Formula For Economic Growth,https://www.youtube.com/watch?v=R4G4AiuWOSk
159,The Mind-Boggling Numbers Behind the Super Bowl,https://www.youtube.com/watch?v=BhBX9r4gJzY
160,The Most Overvalued Startup in the World?,https://www.youtube.com/watch?v=DwAyUV6hTf8
161,The Numbers Game: Do The Rich Get All The Gains?,https://www.youtube.com/watch?v=GcdqGUWj2oo
162,The Numbers Game: How's The Middle Class Doing?,https://www.youtube.com/watch?v=VXI_ADnp22c
163,The Numbers Game: The Paradox of Household Income,https://www.youtube.com/watch?v=1DU2IT8rl6c
164,The Power Of Education: Boosting Economic Growth In The Long Run,https://www.youtube.com/watch?v=ls-UPPAxCh0
165,The Rise of Online Video,https://www.youtube.com/watch?v=mGgBY3yBpYY
166,The Rise of the Machines-Why Automation is Different this Time,https://www.youtube.com/watch?v=WSKi8HfcxEk
167,The Risky Business of Public Pensions,https://www.youtube.com/watch?v=bcFih7Wv9WE
168,The Snowden Files: Facts and Figures,https://www.theguardian.com/world/video/2013/dec/02/the-snowden-files-guide-surveillance-industry-video
169,The Solar System -- our home in space,https://www.youtube.com/watch?v=KsF_hdjWJjo
170,The Status of Aid,http://vimeo.com/10852417
171,The Swing State of Swing States,https://www.nytimes.com/video/us/politics/100000001883681/the-swing-state-of-swing-states.html
172,The True Cost of the iPhone,https://www.youtube.com/watch?v=5kZRY5xlP6Y
173,The UK Election Explained,https://www.youtube.com/watch?v=KgLNdnQoElo
174,"The United States (USA) vs The World, Who Would Win? Military / Army Comparison",https://www.youtube.com/watch?v=1y1e_ASbSIE
175,The World??s Largest 10 Economies in 2030,https://www.youtube.com/watch?v=L5v9jt4__ho
176,The gun solution we're not talking about,https://www.youtube.com/watch?v=ENw2y0ek1Jg
177,The march of marriage equality,https://www.youtube.com/watch?v=i2crZ4_xgKg
178,"The most important chart of 2014, explained in under a minute",https://www.youtube.com/watch?v=SGoWEdGl82M
179,The problem with America's college entrance exam,https://www.youtube.com/watch?v=WjVVwMGJ9S8
180,The racist history of US immigration policy,https://www.youtube.com/watch?v=6yiQAmgI5s4
181,The secrets of the earth's lights,https://www.bilibili.com/video/BV1Er4y1c75V
182,There Is No Gender Wage Gap,https://www.youtube.com/watch?v=QcDrE5YvqTs
183,There's More to the Story of the Shrinking Pay Gap,https://www.youtube.com/watch?v=sfD7C49v5Vg
184,This Incredible Animation Shows How Deep The Ocean Really is,https://www.youtube.com/watch?v=UwVNkfCov1k
185,This is The Hardest Language In The World,https://www.youtube.com/watch?v=EsekToq3xx4
186,Time History of Atmospheric Carbon Dioxide,https://www.youtube.com/watch?v=UatUDnFmNTY
187,"Time: The History & Future of Everything, Remastered",https://www.youtube.com/watch?v=5TbUxGZtwGI
188,Tornado Size Comparison,https://www.youtube.com/watch?v=BRTkCsUmn5c
189,Trade Justice - Why World Trade Rules Need to Change,https://www.youtube.com/watch?v=ldZwGDXTsmk
190,Tsunami Height Comparison,https://www.youtube.com/watch?v=xoWeQOo3Uo4
191,US Debt of $20 Trillion Visualized in Stacks of Physical Cash,https://www.youtube.com/watch?v=XqUwr-Nkq9g
192,US Energy Outlook 2030: America's Energy Future - 2013 Report,https://www.youtube.com/watch?v=PN6Nq_hpUck
193,"US death rates v UK, Italy and South Korea - BBC News",https://www.youtube.com/watch?v=JjO5jewQUZk
194,Ukrainian Web - Revolution,https://www.youtube.com/watch?v=2NpVNWwW2ZU
195,Urbanisation and the Rise of the Megacity,https://www.youtube.com/watch?v=JDS_BqDeZ4k
196,VEGANS vs MEAT EATERS - Who Will Live Longer? Food / Diet Comparison,https://www.youtube.com/watch?v=sAN1J4PY6is
197,Vaccine side effects are actually a good thing,https://www.youtube.com/watch?v=F6NKbQzo4aE
198,Visible Measures Superbowl Infographic Video,https://www.youtube.com/watch?v=yMzoO8XPXvg
199,Visualizing the Structure of the World Economy and Population in One Chart,https://www.youtube.com/watch?v=CRfc85AIH3c
200,WORLD THROUGH THE EYES OF WOMEN - DATA VISUALISATION - BBC NEWS,https://www.youtube.com/watch?v=lM3bLfbeqB4
201,Waiting for Superman - Official Movie Trailer,https://www.youtube.com/watch?v=5O_our5oKI8
202,Walmart Nation: Mapping the Largest Employers in the U.S.,https://www.youtube.com/watch?v=vsYfG5hjjE8
203,Was Karl Marx Right?,https://www.youtube.com/watch?v=TMmDebW_OBI
204,Waste to Energy Infographic,https://vimeo.com/34927466
205,Wealth Inequality in America,https://www.youtube.com/watch?v=QPKKQnijnsM
206,Wealth Inequality in Canada,https://www.youtube.com/watch?v=zBkBiv5ZD7s
207,Weed is not more dangerous than alcohol,https://www.youtube.com/watch?v=zGSzj7ztszI
208,Weed: 12 Interesting Facts You Should Know,https://www.youtube.com/watch?v=HrWVVCuMbdg
209,What Bill Gates is afraid of,https://www.youtube.com/watch?v=9AEMKudv5p0
210,What If Only 100 People Existed on Earth?,https://www.youtube.com/watch?v=UbffuGZHeR0
211,What People Miss About the Gender Wage Gap,https://www.youtube.com/watch?v=13XU4fMlN3w
212,What Works: Gender Equality by Design,https://www.youtube.com/watch?v=niH9wfKsUIc
213,What Would Happen If the World Suddenly Became Vegetarian?,https://www.youtube.com/watch?v=2pPwwU1N9hM
214,What happens when women win elections,https://www.youtube.com/watch?v=rYyacj_tYs4
215,What is Dark Matter and Dark Energy?,https://www.youtube.com/watch?v=QAa2O_8wBUQ
216,What is going on in the Midwest! Regional Covid data story,https://www.youtube.com/watch?v=F70PS2OcPWE
217,What is the true UK cost of the Afghanistan war?,https://www.youtube.com/watch?v=X0Bkg8zgoYQ
218,Who pays the lowest taxes in the US?,https://www.youtube.com/watch?v=kXCGbAv8YPw
219,Why African-Americans left the south in droves and what's bringing them back,https://www.youtube.com/watch?v=VCdTyl141bA
220,Why America needs automatic voter registration,https://www.youtube.com/watch?v=Hd5Qs0fc_I0
221,Why American public transit is so bad | 2020 Election,https://www.youtube.com/watch?v=-ZDZtBRTyeI
222,Why France Produces the Most World Cup Players,https://www.youtube.com/watch?v=P55XYp2KD2Y
223,Why In-N-Out Isn\'t Coming to a City Near You,https://www.youtube.com/watch?v=xfQBkdLa6fo
224,Why Israel is a Tech Capital of the World,https://www.youtube.com/watch?v=RuPx61911Oo
225,Why are Some People Left-handed?,https://www.youtube.com/watch?v=TGLYcYCm2FM
226,Why are Women Paid Less Than Men?,https://www.youtube.com/watch?v=mpE8ttCEd-w
227,Why are houses so expensive?,https://www.youtube.com/watch?v=vhAXp0xzMFg
228,Why beef is the worst food for the climate,https://www.youtube.com/watch?v=3lrJYTsKdUM
229,Why drugs cost more in America,https://www.youtube.com/watch?v=v7xmkzVU29Q
230,Why fixing the US bail system is tricky,https://www.youtube.com/watch?v=5mhwDSHKEyM
231,Why is America so politically divided? - BBC News,https://www.youtube.com/watch?v=yOocxd9qGHA
232,Why is California always on fire?,https://www.youtube.com/watch?v=OerszexsuLw
233,Why measles is back in the US,https://www.youtube.com/watch?v=Z2swde6Z97w
234,Why parking your car is too cheap,https://www.youtube.com/watch?v=V1hg20SngXo
235,Why scientists are so worried about this glacier,https://www.youtube.com/watch?v=XRUxTFWWWdY
236,Why so many Covid-19 variants are showing up now,https://www.youtube.com/watch?v=Ha6yUxze1vk
237,Why the $5 Footlong Failed: How Franchising Works,https://www.youtube.com/watch?v=1rb3bMvDdX4
238,Why the Green New Deal matters,https://www.youtube.com/watch?v=uampTRW4KbQ
239,Why you can't compare Covid-19 vaccines,https://www.youtube.com/watch?v=K3odScka55A
240,Why your memories can't be trusted,https://www.youtube.com/watch?v=td13Zz1z3LA
241,Wildfire Size Comparison,https://www.youtube.com/watch?v=nYthK2TaHzM
242,World Cup of Security Infographic | GFI WebMonitor,https://www.youtube.com/watch?v=bTCOMehIGg4
243,World MINERAL commodities PRODUCTION in real scale (annual),https://www.youtube.com/watch?v=ALgXflLVLBw
244,Corona race meme 2 (Brazil ascension),https://www.youtube.com/watch?v=RDFJyooifAA
245,iPad Animated Infographic - Past/Present/New Generation,https://www.youtube.com/watch?v=fXi1YTKEcY0
246,一条曲线演绎了历史人口的变迁,https://v.douyin.com/JwUvKJM/
247,中国的2060碳中和之路,https://v.qq.com/x/page/v3203xe23o2.html
248,人类到底可以挖多深？,https://www.douyin.com/video/6906420584645790984
249,看完这组数据，你拖后腿了吗？,https://www.douyin.com/video/6881569292916133134
250,你知道中国几十年的安宁得来多么不易吗？一张全球恐怖主义数据地图告诉你真相,https://www.bilibili.com/video/BV1yv411k7Rq
251,这都是古人智慧的结晶,https://v.douyin.com/JwU4x6M/
252,全球各国茶叶产量排行榜TOP20，你知道哪个国家的人最爱喝茶吗？,https://v.douyin.com/JwUma5w/
253,会飞的房子，想尝试一下吗？,https://www.douyin.com/video/6880447696436546830
254,如果遇到这些毒素，怎么解？,https://www.douyin.com/video/6914587205914643719
255,狮子VS老虎，谁是万兽之王？,https://www.douyin.com/video/6858191689744518413
256,你在哪里工作？盘点员工最多的公司,https://v.douyin.com/JwUHHfV/
257,这个大坝问“顶”成功，却鲜有人知,https://www.douyin.com/video/6869688275091688718
258,陆地上哪种动物的数量最庞大？你猜对了吗？,https://www.douyin.com/video/6834802345260502275
259,"AI art, explained",https://youtu.be/SVcsDDABEkM
260,Do tax cuts stimulate the economy? - Jonathan Smith,https://youtu.be/wCLP3djiKvM
261,How America's richest donate their money,https://youtu.be/uyVCneA_e3o
262,How China's Firewater Became the World's Most Valuable Liquor Brand,https://youtu.be/RRCbL7hte7c
263,How the triplet flow took over rap,https://youtu.be/3la8bsi4P-c
264,The Brexit effect: how leaving the EU hit the UK | FT Film,https://youtu.be/wO2lWmgEK1Y
265,The Clutch GOAT...(it's not who you think).,https://youtu.be/qjjW1l9KjXQ
266,The diet that helps fight climate change,https://www.youtube.com/watch?v=nUnJQWO4YJY
267,The World is Teaching America How to Play Basketball ?C Data Analysis,https://youtu.be/VU30jvjLpcA
268,This $9B Chinese Restaurant Chain Wants to Conquer the U.S. | WSJ The Economics Of,https://youtu.be/0jci98uOrWQ
269,Why China is winning the EV war,https://youtu.be/rkxMdmipYqM
270,Why does climate change make wildfires worse?,https://www.youtube.com/watch?v=mypEs1SBAUg
271,Why eating healthy is so expensive in America,https://youtu.be/HOE5QDDKDlY
272,Why roller coaster loops aren't circular,https://youtu.be/3Kzl2suBE2w
273,Why So Many Luxury Apartments Are Popping Up In The U.S.,https://youtu.be/bmjde13aGeg
274,Why the dyslexic brain is misunderstood,https://youtu.be/yH5Ds4_0lO8
275,"Why the US is always hitting a ""debt ceiling""",https://youtu.be/orakE9t1tpo
276,"World Cup penalty kicks, tracked",https://youtu.be/HAuwPue57Vs
277,为了治理黄河，我们经历了什么？,https://www.xinpianchang.com/a12453678?kw=%E5%B9%BF%E8%A5%BF%E6%B0%91%E6%97%8F%E5%8D%9A%E7%89%A9%E9%A6%86
278,為了找到最好喝的可樂，我請1000人喝了冰可樂...,https://youtu.be/ic2qcE1gyTQ
279,這個按鈕不重要。 iPhone 16 Pro深度體驗,https://youtu.be/kzDPHcTnD4Y
280,How did The Silk Road Actually Work?,https://www.youtube.com/watch?v=J-pfeFbssMw
281,Canada's Population Characteristics,https://www.youtube.com/watch?v=b6hvKOgxcOg
282,Population of the USAWhy 80% of Americans Live East of This Line?,https://www.youtube.com/watch?v=p5DfhG_DKSk
283,The Vanishing of Flight 370,https://www.youtube.com/watch?v=kd2KEHvK-q8
284,"India, China, and the Maritime Silk Road: More Than Just a Trade Route",https://www.youtube.com/watch?v=BrVDcWFp4yc
285,A Short History of the English Language,https://www.youtube.com/watch?v=iSSTv8-2358
286,Why Finland Joining NATO Checkmates Russia,https://www.youtube.com/watch?v=si9Phc9ArpU
287,Documentary Explainer video VOX style,https://www.youtube.com/watch?v=eKfbONB-Oes
288,Earth's REAL Lost Continents,https://www.youtube.com/watch?v=NmFUFnMj5Jw
289,Why Russia's Biggest Threat is Actually China,https://www.youtube.com/watch?v=libs7buNwxQ
290,The Logistics of German Reunification,https://www.youtube.com/watch?v=E5aGyiTCxDA
291,Why 82% of Mexico is Empty,https://www.youtube.com/watch?v=YzgMePQvSdc
292,Why Texas is Becoming America's Most Powerful State,https://www.youtube.com/watch?v=WBYu7tR7DHg
293,Why Kazakhstan is Insanely Empty,https://www.youtube.com/watch?v=cIGyOL_UwNO
294,"Suez Crisis (All Parts): Causes, Conflict and Global Repercussions",https://www.youtube.com/watch?v=ILvqZ1ufLwk
295,Yom Kippur War 1973 - Sinai Front DOCUMENTARY,https://www.youtube.com/watch?v=82-ImGuTI_I
296,The largest animal migration on Earth,https://www.youtube.com/watch?v=RlWDsKrBqmE
297,So where's that student debt relief?,https://www.youtube.com/watch?v=4uXJHO-5tLs
298,Why blackface is still part of Dutch holidays,https://www.youtube.com/watch?v=TDA4HbuEcxM
299,"The surprising reason we call each other ""guys""",https://www.youtube.com/watch?v=eUvBuD5MjrQ
300,"Every 2022 World Cup penalty shootout, tracked",https://www.youtube.com/watch?v=RcPDE7OhbNw
